epoch,accuracy,loss,val_accuracy,val_loss
61,0.9792332053184509,0.06553857773542404,0.9700000286102295,0.08879270404577255
62,0.9792332053184509,0.06555888056755066,0.9599999785423279,0.11615084856748581
63,0.9776358008384705,0.0797908827662468,0.9599999785423279,0.09970436990261078
64,0.9824281334877014,0.06778517365455627,0.9599999785423279,0.09586218744516373
65,0.9776358008384705,0.07004090398550034,0.9700000286102295,0.0839487835764885
66,0.9888178706169128,0.05380907654762268,0.9599999785423279,0.10046380758285522
67,0.9840255379676819,0.05354727804660797,0.9700000286102295,0.0826006829738617
68,0.9808306694030762,0.05583474412560463,0.9700000286102295,0.08084192126989365
69,0.9792332053184509,0.053859539330005646,0.9599999785423279,0.11324670910835266
70,0.9840255379676819,0.052880577743053436,0.9700000286102295,0.08194789290428162
71,0.9760383367538452,0.07506319880485535,0.9599999785423279,0.10339498519897461
72,0.9920127987861633,0.03612220659852028,0.9599999785423279,0.10948709398508072
73,0.9856230020523071,0.04907632991671562,0.9599999785423279,0.11076702177524567
74,0.9904153347015381,0.04992731288075447,0.9700000286102295,0.08840590715408325
75,0.9840255379676819,0.05601390078663826,0.9599999785423279,0.09815513342618942
76,0.9872204661369324,0.04725399613380432,0.9599999785423279,0.13423554599285126
77,0.9888178706169128,0.03567114099860191,0.9700000286102295,0.08555278927087784
78,0.9840255379676819,0.045110393315553665,0.8999999761581421,0.2202279269695282
79,0.9760383367538452,0.06859178096055984,0.9599999785423279,0.08951007574796677
80,0.9824281334877014,0.05877700820565224,0.9599999785423279,0.10474178940057755
81,0.995207667350769,0.030880209058523178,0.9599999785423279,0.09755917638540268
82,0.9904153347015381,0.040529996156692505,0.9599999785423279,0.0921861082315445
83,0.9888178706169128,0.04273339360952377,0.9599999785423279,0.09425939619541168
84,0.9888178706169128,0.04115558788180351,0.9599999785423279,0.130807027220726
85,0.9904153347015381,0.03303012251853943,0.9599999785423279,0.13586796820163727
86,0.9888178706169128,0.028544167056679726,0.9700000286102295,0.07236246764659882
87,0.9856230020523071,0.05781961604952812,0.9599999785423279,0.13689514994621277
88,0.9904153347015381,0.040494684129953384,0.949999988079071,0.12813322246074677
89,0.995207667350769,0.03553210198879242,0.9599999785423279,0.15389062464237213
90,0.9888178706169128,0.03531007468700409,0.9700000286102295,0.08159954100847244
91,0.9904153347015381,0.03686542809009552,0.9599999785423279,0.11291760206222534
92,0.9920127987861633,0.04622151330113411,0.9599999785423279,0.11704356968402863
93,0.9920127987861633,0.031103789806365967,0.9700000286102295,0.10674598813056946
94,0.9936102032661438,0.022614404559135437,0.9599999785423279,0.14110392332077026
95,0.9920127987861633,0.03352580964565277,0.9599999785423279,0.08593638241291046
96,0.9904153347015381,0.03494519367814064,0.9599999785423279,0.13394252955913544
97,0.9904153347015381,0.03962288051843643,0.9800000190734863,0.05553588271141052
98,0.9920127987861633,0.032057903707027435,0.9599999785423279,0.06735610961914062
99,0.995207667350769,0.021023990586400032,0.9599999785423279,0.10176882147789001
100,0.9936102032661438,0.0325285904109478,0.9700000286102295,0.08628478646278381
101,0.9856230020523071,0.039587512612342834,0.9599999785423279,0.09604518860578537
102,0.995207667350769,0.017742935568094254,0.9700000286102295,0.07740174233913422
103,0.9904153347015381,0.03746042028069496,0.9599999785423279,0.09463831782341003
104,0.9904153347015381,0.030810149386525154,0.9599999785423279,0.12417376786470413
105,0.995207667350769,0.022910283878445625,0.9800000190734863,0.06894382834434509
106,0.9968051314353943,0.021783187985420227,0.9599999785423279,0.11674635112285614
107,0.9920127987861633,0.024186573922634125,0.9700000286102295,0.061585597693920135
108,0.9872204661369324,0.03323992341756821,0.9700000286102295,0.1110166385769844
109,0.995207667350769,0.029188722372055054,0.9599999785423279,0.10550323128700256
110,0.9936102032661438,0.02384893037378788,0.9700000286102295,0.08947400003671646
111,0.995207667350769,0.01805572770535946,0.9700000286102295,0.08268377184867859
112,0.9936102032661438,0.01944146864116192,0.9700000286102295,0.08871419727802277
113,1.0,0.008535641245543957,0.9700000286102295,0.09237876534461975
114,0.9968051314353943,0.016325661912560463,0.9599999785423279,0.1191585510969162
115,0.9920127987861633,0.027103228494524956,0.9800000190734863,0.0537816621363163
116,0.9872204661369324,0.03636176511645317,0.9700000286102295,0.09937498718500137
117,0.9904153347015381,0.03119557909667492,0.9599999785423279,0.10646473616361618
118,0.995207667350769,0.016964109614491463,0.9599999785423279,0.12153936177492142
119,0.9936102032661438,0.025772640481591225,0.9700000286102295,0.08233710378408432
120,0.995207667350769,0.026515500620007515,0.9599999785423279,0.10952335596084595
121,0.9920127987861633,0.03530094772577286,0.9599999785423279,0.09341096878051758
122,0.995207667350769,0.02117093838751316,0.9700000286102295,0.11137659847736359
123,0.9984025359153748,0.014871817082166672,0.9700000286102295,0.09790938347578049
124,0.9936102032661438,0.02166936546564102,0.9700000286102295,0.09980936348438263
125,0.9904153347015381,0.02314191497862339,0.9599999785423279,0.23372386395931244
126,0.995207667350769,0.028883829712867737,0.9599999785423279,0.10390922427177429
127,0.9968051314353943,0.016663936898112297,0.9599999785423279,0.14803607761859894
128,0.9968051314353943,0.01363834086805582,0.9700000286102295,0.11169226467609406
129,0.995207667350769,0.015522129833698273,0.9700000286102295,0.091033436357975
130,0.9936102032661438,0.021062327548861504,0.9700000286102295,0.11811143904924393
131,0.995207667350769,0.016504652798175812,0.9700000286102295,0.08355347812175751
132,0.9936102032661438,0.020825838670134544,0.9700000286102295,0.09439624100923538
133,0.995207667350769,0.01203831471502781,0.9700000286102295,0.08578497916460037
134,0.995207667350769,0.017106330022215843,0.9700000286102295,0.14193826913833618
135,0.995207667350769,0.019165975973010063,0.9700000286102295,0.12337993830442429
136,0.9968051314353943,0.010640480555593967,0.9700000286102295,0.12166114151477814
137,0.9984025359153748,0.015615810640156269,0.9700000286102295,0.11437573283910751
138,0.9984025359153748,0.011348011903464794,0.9700000286102295,0.11414413154125214
139,0.9984025359153748,0.011681241914629936,0.9700000286102295,0.10823944211006165
140,0.9968051314353943,0.015879979357123375,0.9700000286102295,0.10378320515155792
141,0.9936102032661438,0.024852830916643143,0.9700000286102295,0.09984936565160751
142,0.9984025359153748,0.014356356114149094,0.9700000286102295,0.09690702706575394
143,0.9904153347015381,0.02314152382314205,0.9700000286102295,0.1012217327952385
144,1.0,0.008004073053598404,0.9700000286102295,0.10263040661811829
145,0.9968051314353943,0.016333213075995445,0.9700000286102295,0.09596653282642365
146,1.0,0.010426649823784828,0.9599999785423279,0.09829933196306229
